0|iata_code|1|name_rus|2|name_eng|3|city_rus|4|city_eng|5|country_rus|6|latitude|7|longitude
AID|AID|||Municipal|Municipal|||Anderson|Anderson|США|США|40.108611|40.108611|-85.613000|-85.613000
AIE|AIE|Айоме|Айоме|Aiome|Aiome|Айоме|Айоме|Aiome|Aiome|Папуа - Новая Гвинея|Папуа - Новая Гвинея|-5.140832|-5.140832|144.732222|144.732222
AIF|AIF|||Assis|Assis|||Assis|Assis|Бразилия|Бразилия|-22.639999|-22.639999|-50.453055|-50.453055
AIG|AIG|Ялинга|Ялинга|Yalinga|Yalinga|Ялинга|Ялинга|Yalinga|Yalinga|Центральноафриканская Республика|Центральноафриканская Республика|6.520|6.520|23.260|23.260
AIH|AIH|||Aiambak|Aiambak|||Aiambak|Aiambak|Папуа - Новая Гвинея|Папуа - Новая Гвинея|-7.35|-7.35|141.26666666667|141.26666666667
AII|AII|||Alisabieh|Alisabieh|||Alisabieh|Alisabieh|Джибути|Джибути|11.149667|11.149667|42.716333|42.716333
AIK|AIK|||Municipal|Municipal|||Aiken|Aiken|США|США|33.649389|33.649389|-81.685027|-81.685027
AIL|AIL|Айлиганди|Айлиганди|Ailigandi|Ailigandi|Айлиганди|Айлиганди|Ailigandi|Ailigandi|Панама|Панама|9.217|9.217|-78.017|-78.017
AIM|AIM|||Ailuk Island|Ailuk Island|||Ailuk Island|Ailuk Island|Маршалловы острова|Маршалловы острова|10.200|10.200|169.983|169.983
AIN|AIN|||Wainwright|Wainwright|||Wainwright|Wainwright|США|США|70.638000|70.638000|-159.994750|-159.994750
AIO|AIO|||Municipal|Municipal|||Atlantic|Atlantic|США|США|41.403833|41.403833|-95.048749|-95.048749
AIP|AIP|||Ailinglapalap Island|Ailinglapalap Island|||Ailinglapalap Island|Ailinglapalap Island|Маршалловы острова|Маршалловы острова|31.433758|31.433758|75.758825|75.758825
AIR|AIR|||Aripuana|Aripuana|||Aripuana|Aripuana|Бразилия|Бразилия|-10.185555|-10.185555|-59.457777|-59.457777
AIS|AIS|Ароре-Айленд|Ароре-Айленд|Arorae Island|Arorae Island|Ароре-Айленд|Ароре-Айленд|Arorae Island|Arorae Island|Кирибати|Кирибати|-2.616110|-2.616110|176.802500|176.802500
AIT|AIT|Аитутаки|Аитутаки|Aitutaki|Aitutaki|Аитутаки|Аитутаки|Aitutaki|Aitutaki|Острова Кука|Острова Кука|-18.830921|-18.830921|-159.764232|-159.764232
AIU|AIU|||Atiu Island|Atiu Island|||Atiu Island|Atiu Island|Острова Кука|Острова Кука|-19.967777|-19.967777|-158.119166|-158.119166
AIV|AIV|||George Downer|George Downer|||Aliceville|Aliceville|США|США|33.106744|33.106744|-88.197174|-88.197174
AIW|AIW|||Ai-ais|Ai-ais|||Ai-ais|Ai-ais|Намибия|Намибия|-27.983333333333|-27.983333333333|17.583055555556|17.583055555556
AIY|AIY|||Bader Field|Bader Field|Атлантик Сити|Атлантик Сити|Atlantic City|Atlantic City|США|США|39.366666666667|39.366666666667|-74.45|-74.45
AIZ|AIZ|||Lee C Fine Memorial|Lee C Fine Memorial|||Kaiser/Lake Ozark|Kaiser/Lake Ozark|США|США|38.096035|38.096035|-92.549488|-92.549488
AJA|AJA|Кампо Дель Оро|Кампо Дель Оро|Campo Dell Oro|Campo Dell Oro|Аяччио|Аяччио|Ajaccio|Ajaccio|Франция|Франция|41.923889|41.923889|8.802500|8.802500
AJF|AJF|Джуф|Джуф|Jouf|Jouf|||Sakaka Al Jouf|Sakaka Al Jouf|Саудовская Аравия|Саудовская Аравия|29.785133|29.785133|40.100006|40.100006
AJI|AJI|||A&amp;#287;ri|A&amp;#287;ri|Агри|Агри|Agri|Agri|Италия|Италия|39.654569|39.654569|43.027150|43.027150
AJJ|AJJ|Акжужт|Акжужт|Akjoujt|Akjoujt|Акжужт|Акжужт|Akjoujt|Akjoujt|Мавритания|Мавритания|19.731667|19.731667|-14.379443|-14.379443
AJK|AJK|||Araak|Araak|||Araak|Araak|Иран|Иран|34.138147|34.138147|49.847292|49.847292
AJL|AJL|Айзаул|Айзаул|Aizawl|Aizawl|Айзаул|Айзаул|Aizawl|Aizawl|Индия|Индия|23.840592|23.840592|92.619747|92.619747
AJN|AJN|||Ouani|Ouani|Анжуан|Анжуан|Anjouan|Anjouan|Коморские острова|Коморские острова|-12.131666|-12.131666|44.430279|44.430279
AJO|AJO|Альюф|Альюф|Aljouf|Aljouf|Альюф|Альюф|Aljouf|Aljouf|Йемен|Йемен|15.717|15.717|44.250|44.250
AJR|AJR|Арвидсьяур|Арвидсьяур|Arvidsjaur|Arvidsjaur|Арвидсьяур|Арвидсьяур|Arvidsjaur|Arvidsjaur|Швеция|Швеция|65.590278|65.590278|19.281944|19.281944
AJS|AJS|Абреохос|Абреохос|Abreojos|Abreojos|Абреохос|Абреохос|Abreojos|Abreojos|Мексика|Мексика|26.727222|26.727222|-113.559443|-113.559443
AJU|AJU|Санта Мария|Санта Мария|Santa Maria|Santa Maria|Аракайю|Аракайю|Aracaju|Aracaju|Бразилия|Бразилия|-10.983999|-10.983999|-37.070332|-37.070332
AJY|AJY|||Agades|Agades|||Agades|Agades|Нигер|Нигер|16.965997|16.965997|8.000114|8.000114
AKA|AKA|Анькан|Анькан|Ankang|Ankang|Анькан|Анькан|Ankang|Ankang|Китай|Китай|32.708056|32.708056|108.931389|108.931389
AKB|AKB|||Atka|Atka|||Atka|Atka|США|США|52.220583|52.220583|-174.206193|-174.206193
AKC|AKC|||Fulton International|Fulton International|||Akron/Canton|Akron/Canton|ЮАР|ЮАР|41.037500|41.037500|-81.466917|-81.466917
AKD|AKD|Акола|Акола|Akola|Akola|Акола|Акола|Akola|Akola|Индия|Индия|20.699006|20.699006|77.058628|77.058628
AKE|AKE|Акиени|Акиени|Akieni|Akieni|Акиени|Акиени|Akieni|Akieni|Габон|Габон|-1.129435|-1.129435|13.920506|13.920506
AKF|AKF|Куфра|Куфра|Kufrah|Kufrah|Куфра|Куфра|Kufrah|Kufrah|Ливия|Ливия|24.178728|24.178728|23.313958|23.313958
AKG|AKG|Ангуганак|Ангуганак|Anguganak|Anguganak|Ангуганак|Ангуганак|Anguganak|Anguganak|Папуа - Новая Гвинея|Папуа - Новая Гвинея|-3.550|-3.550|142.217|142.217
AKH|AKH|||Prince Sultan Air Base|Prince Sultan Air Base|||Al Kharj|Al Kharj|Саудовская Аравия|Саудовская Аравия|24.062700|24.062700|47.580536|47.580536
AKI|AKI|||Akiak|Akiak|||Akiak|Akiak|США|США|60.902897|60.902897|-161.230582|-161.230582
AKJ|AKJ|Асахикава|Асахикава|Asahikawa|Asahikawa|Асахикава|Асахикава|Asahikawa|Asahikawa|Япония|Япония|43.670833|43.670833|142.447500|142.447500
AKK|AKK|||Akhiok SPB|Akhiok SPB|||Akhiok|Akhiok|США|США|56.938691|56.938691|-154.182555|-154.182555
AKL|AKL|||Auckland International|Auckland International|Окленд|Окленд|Auckland|Auckland|Новая Зеландия|Новая Зеландия|-37.008055|-37.008055|174.791667|174.791667
AKM|AKM|Закума|Закума|Zakouma|Zakouma|Закума|Закума|Zakouma|Zakouma|Чад|Чад|10.900|10.900|19.817|19.817
AKN|AKN|||King Salmon|King Salmon|||King Salmon|King Salmon|США|США|58.676493|58.676493|-156.648691|-156.648691
AKO|AKO|||Colorado Plains Regional Airport|Colorado Plains Regional Airport|Akron|Akron|Akron, CO|Akron, CO|США|США|40.175639|40.175639|-103.222027|-103.222027
AKP|AKP|||Anaktuvuk|Anaktuvuk|||Anaktuvuk|Anaktuvuk|США|США|68.133611|68.133611|-151.743332|-151.743332
AKQ|AKQ|||Gunung Batin|Gunung Batin|Астраксетра|Астраксетра|Astraksetra|Astraksetra|Индонезия|Индонезия|-4.612|-4.612|105.232|105.232
AKR|AKR|Акере|Акере|Akure|Akure|Акере|Акере|Akure|Akure|Нигерия|Нигерия|7.246739|7.246739|5.301008|5.301008
AKT|AKT|||Akrotiri Raf|Akrotiri Raf|Акротири|Акротири|Akrotiri|Akrotiri|Кипр|Кипр|34.590416|34.590416|32.987861|32.987861
AKU|AKU|Аксу|Аксу|Aksu|Aksu|Аксу|Аксу|Aksu|Aksu|Китай|Китай|41.262500|41.262500|80.291667|80.291667
AKV|AKV|||Akulivik|Akulivik|||Akulivik|Akulivik|Канада|Канада|60.818611|60.818611|-78.148610|-78.148610
AKW|AKW|||Aghajari|Aghajari|||Aghajari|Aghajari|Иран|Иран|30.744450|30.744450|49.677183|49.677183
AKX|AKX|Актюбинск|Актюбинск|Aktyubinsk|Aktyubinsk|Актюбинск|Актюбинск|Aktyubinsk|Aktyubinsk|Казахстан|Казахстан|50.246111|50.246111|57.205556|57.205556
AKY|AKY|||Civil|Civil|||Sittwe|Sittwe|Мьянма|Мьянма|20.132708|20.132708|92.872628|92.872628
ALA|ALA|Алматы|Алматы|Almaty|Almaty|Алматы|Алматы|Almaty|Almaty|Казахстан|Казахстан|43.355556|43.355556|77.043889|77.043889
ALB|ALB|Олбани международный|Олбани международный|Albany International|Albany International|Олбани|Олбани|Albany|Albany|США|США|42.749116|42.749116|-73.801979|-73.801979
ALC|ALC|||Alicante El Altet|Alicante El Altet|Аликанте|Аликанте|Alicante|Alicante|Испания|Испания|38.282169|38.282169|-0.558155|-0.558155
ALD|ALD|Алерта|Алерта|Alerta|Alerta|Алерта|Алерта|Alerta|Alerta|Перу|Перу|-11.649999|-11.649999|-69.228888|-69.228888
ALE|ALE|||Alpine|Alpine|||Alpine|Alpine|США|США|30.384222|30.384222|-103.683582|-103.683582
ALF|ALF|Альта|Альта|Alta|Alta|Алта|Алта|Alta|Alta|Норвегия|Норвегия|69.976111|69.976111|23.371667|23.371667
ALG|ALG|||Houari Boumediene|Houari Boumediene|||Algiers|Algiers|Алжир|Алжир|36.694444|36.694444|3.216944|3.216944
ALH|ALH|Олбани|Олбани|Albany|Albany|Олбани|Олбани|Albany|Albany|Австралия|Австралия|-34.943332|-34.943332|117.808889|117.808889
ALI|ALI|||International|International|||Alice|Alice|США|США|27.740889|27.740889|-98.026943|-98.026943
ALJ|ALJ|Кортдум|Кортдум|Kortdoorn|Kortdoorn|Александер-Бей|Александер-Бей|Alexander Bay|Alexander Bay|ЮАР|ЮАР|-28.575000|-28.575000|16.533333|16.533333
ALK|ALK|Асела|Асела|Asela|Asela|Асела|Асела|Asela|Asela|Эфиопия|Эфиопия|7.967|7.967|39.117|39.117
ALL|ALL|Албенга|Албенга|Albenga|Albenga|Албенга|Албенга|Albenga|Albenga|Италия|Италия|44.050608|44.050608|8.127428|8.127428
ALM|ALM|||Municipal|Municipal|Аламогордо|Аламогордо|Alamogordo|Alamogordo|США|США|32.839417|32.839417|-105.991138|-105.991138
ALN|ALN|Альтон|Альтон|Alton|Alton|||Alton|Alton|США|США|38.889917|38.889917|-90.045999|-90.045999
ALO|ALO|Ватерло|Ватерло|Waterloo|Waterloo|Ватерло|Ватерло|Waterloo|Waterloo|США|США|42.557081|42.557081|-92.400344|-92.400344
ALP|ALP|||Nejrab|Nejrab|Алеппо|Алеппо|Aleppo|Aleppo|Сирия|Сирия|36.180675|36.180675|37.224358|37.224358
ALQ|ALQ|||Federal|Federal|||Alegrete|Alegrete|Бразилия|Бразилия|-29.812666|-29.812666|-55.893441|-55.893441
ALR|ALR|Александра|Александра|Alexandra|Alexandra|Александра|Александра|Alexandra|Alexandra|Новая Зеландия|Новая Зеландия|-45.211666|-45.211666|169.373333|169.373333
ALS|ALS|||Municipal|Municipal|Аламоса|Аламоса|Alamosa|Alamosa|США|США|37.435125|37.435125|-105.867874|-105.867874
ALT|ALT|||Alenquer|Alenquer|||Alenquer|Alenquer|Бразилия|Бразилия|-1.916943|-1.916943|-54.722777|-54.722777
ALU|ALU|Алула|Алула|Alula|Alula|Алула|Алула|Alula|Alula|Сомали|Сомали|11.958333|11.958333|50.748889|50.748889
ALV|ALV|||Andorra La Vella H/P|Andorra La Vella H/P|Андорра-ла-Велла|Андорра-ла-Велла|Andorra La Vella|Andorra La Vella|Андорра|Андорра|42.506|42.506|1.522|1.522
ALW|ALW|||Walla Walla|Walla Walla|||Walla Walla|Walla Walla|США|США|46.094778|46.094778|-118.289000|-118.289000
ALX|ALX|||Thomas C Russell Fld|Thomas C Russell Fld|||Alexander City|Alexander City|США|США|32.914750|32.914750|-85.962943|-85.962943
ALY|ALY|||El Nohza|El Nohza|Александрия|Александрия|Alexandria|Alexandria|Египет|Египет|31.183903|31.183903|29.948889|29.948889
ALZ|ALZ|||Alitak SPB|Alitak SPB|||Alitak|Alitak|США|США|56.896214|56.896214|-154.246857|-154.246857
AMA|AMA|||Rick Husband Amarillo International|Rick Husband Amarillo International|||Amarillo, TX|Amarillo, TX|США|США|35.219361|35.219361|-101.705916|-101.705916
AMB|AMB|Амбилобе|Амбилобе|Ambilobe|Ambilobe|Амбилобе|Амбилобе|Ambilobe|Ambilobe|Мадагаскар|Мадагаскар|-13.188430|-13.188430|48.987978|48.987978
AMC|AMC|||Am Timan|Am Timan|||Am Timan|Am Timan|Чад|Чад|11.034|11.034|20.274|20.274
AMD|AMD|Ахмедабад|Ахмедабад|Ahmedabad|Ahmedabad|Ахмедабад|Ахмедабад|Ahmedabad|Ahmedabad|Индия|Индия|23.077242|23.077242|72.634650|72.634650
AME|AME|Альто-Молокуэ|Альто-Молокуэ|Alto Molocue|Alto Molocue|Альто-Молокуэ|Альто-Молокуэ|Alto Molocue|Alto Molocue|Мозамбик|Мозамбик|-15.633|-15.633|37.700|37.700
AMF|AMF|Ама|Ама|Ama|Ama|Ама|Ама|Ama|Ama|Папуа - Новая Гвинея|Папуа - Новая Гвинея|-4.100|-4.100|141.667|141.667
AMG|AMG|||Amboin|Amboin|||Amboin|Amboin|Папуа - Новая Гвинея|Папуа - Новая Гвинея|-4.600|-4.600|143.500|143.500
AMH|AMH|Арба-Минч|Арба-Минч|Arba Mintch|Arba Mintch|Арба-Минч|Арба-Минч|Arba Mintch|Arba Mintch|Эфиопия|Эфиопия|6.039389|6.039389|37.590453|37.590453
AMI|AMI|||Selaparang|Selaparang|||Mataram|Mataram|Индонезия|Индонезия|-8.560708|-8.560708|116.094656|116.094656
AMJ|AMJ|Альменара|Альменара|Almenara|Almenara|||Almenara|Almenara|Бразилия|Бразилия|-16.165963|-16.165963|-40.684435|-40.684435
AMK|AMK|||Animas Airpark|Animas Airpark|Дуранго|Дуранго|Durango|Durango|США|США|37.203178|37.203178|-107.869194|-107.869194
AML|AML|||Puerto Armuellas|Puerto Armuellas|||Puerto Armuellas|Puerto Armuellas|Панама|Панама|8.268056|8.268056|-82.864944|-82.864944
AMM|AMM|||Queen Alia Intl|Queen Alia Intl|Амман|Амман|Amman|Amman|Иордания|Иордания|31.722556|31.722556|35.993214|35.993214
AMN|AMN|||Gratiot Community|Gratiot Community|||Alma|Alma|США|США|43.322142|43.322142|-84.687938|-84.687938
AMO|AMO|Мао|Мао|Mao|Mao|Мао|Мао|Mao|Mao|Чад|Чад|14.145556|14.145556|15.314444|15.314444
AMP|AMP|Ампанихи|Ампанихи|Ampanihy|Ampanihy|Ампанихи|Ампанихи|Ampanihy|Ampanihy|Мадагаскар|Мадагаскар|-24.699721|-24.699721|44.734167|44.734167
AMQ|AMQ|||Pattimura|Pattimura|Амбон|Амбон|Ambon|Ambon|Индонезия|Индонезия|-3.710263|-3.710263|128.089136|128.089136
AMR|AMR|Арно|Арно|Arno|Arno|Арно|Арно|Arno|Arno|Маршалловы острова|Маршалловы острова|7.083|7.083|171.683|171.683
AMS|AMS|||Amsterdam-Schiphol|Amsterdam-Schiphol|Амстердам|Амстердам|Amsterdam|Amsterdam|Нидерланды|Нидерланды|52.308056|52.308056|4.764167|4.764167
AMT|AMT|Амата|Амата|Amata|Amata|||Amata|Amata|Австралия|Австралия|-26.102777|-26.102777|131.206667|131.206667
AMU|AMU|Аманаб|Аманаб|Amanab|Amanab|Аманаб|Аманаб|Amanab|Amanab|Папуа - Новая Гвинея|Папуа - Новая Гвинея|-3.583|-3.583|141.200|141.200
AMV|AMV|Амдерма|Амдерма|Amderma|Amderma|Амдерма|Амдерма|Amderma|Amderma|Россия|Россия|69.763333|69.763333|61.556389|61.556389
AMW|AMW|Амес|Амес|Ames|Ames|||Ames|Ames|США|США|41.992044|41.992044|-93.621820|-93.621820
AMX|AMX|||Ammaroo|Ammaroo|||Ammaroo|Ammaroo|Австралия|Австралия|-21.739166|-21.739166|135.243056|135.243056
AMY|AMY|Амбатомаинти|Амбатомаинти|Ambatomainty|Ambatomainty|Амбатомаинти|Амбатомаинти|Ambatomainty|Ambatomainty|Мадагаскар|Мадагаскар|-17.686388|-17.686388|45.625000|45.625000
AMZ|AMZ|Ардмор|Ардмор|Ardmore|Ardmore|Ардмор|Ардмор|Ardmore|Ardmore|Новая Зеландия|Новая Зеландия|-37.029721|-37.029721|174.973333|174.973333
ANA|ANA|||Orange County Steel Salvage Heliport|Orange County Steel Salvage Heliport|Анахайм|Анахайм|Anaheim|Anaheim|США|США|33.812500|33.812500|-117.918889|-117.918889
ANB|ANB|||Anniston Metropolitan|Anniston Metropolitan|||Anniston|Anniston|США|США|33.588167|33.588167|-85.858110|-85.858110
ANC|ANC|||Ted Stevens Anchorage International Airport|Ted Stevens Anchorage International Airport|Анкораж|Анкораж|Anchorage|Anchorage|США|США|61.174085|61.174085|-149.998137|-149.998137
AND|AND|Андерсон|Андерсон|Anderson|Anderson|||Anderson|Anderson|США|США|34.494587|34.494587|-82.709380|-82.709380
ANE|ANE|||Marce|Marce|Анжер|Анжер|Angers|Angers|Франция|Франция|47.560211|47.560211|-0.312127|-0.312127
ANF|ANF|||Cerro Moreno|Cerro Moreno|Антофагаста|Антофагаста|Antofagasta|Antofagasta|Чили|Чили|-23.444443|-23.444443|-70.444999|-70.444999
ANG|ANG|||Brie-Champniers|Brie-Champniers|Ангулем|Ангулем|Angouleme|Angouleme|Франция|Франция|45.729475|45.729475|0.219153|0.219153
ANH|ANH|||Anuha Island Resort|Anuha Island Resort|||Anuha Island Resort|Anuha Island Resort|Соломоновы острова|Соломоновы острова|-8.997|-8.997|160.223|160.223
ANI|ANI|||Aniak|Aniak|||Aniak|Aniak|США|США|61.581405|61.581405|-159.545297|-159.545297
ANJ|ANJ|Занага|Занага|Zanaga|Zanaga|Занага|Занага|Zanaga|Zanaga|Конго|Конго|-2.850|-2.850|13.817|13.817
ANK|ANK|||Etimesgut|Etimesgut|Анкара|Анкара|Ankara|Ankara|Турция|Турция|39.949831|39.949831|32.688622|32.688622
ANL|ANL|Андуло|Андуло|Andulo|Andulo|Андуло|Андуло|Andulo|Andulo|Ангола|Ангола|-11.471388|-11.471388|16.710833|16.710833
ANM|ANM|Антсирабато|Антсирабато|Antsirabato|Antsirabato|Анталаха|Анталаха|Antalaha|Antalaha|Мадагаскар|Мадагаскар|-14.998888|-14.998888|50.320000|50.320000
